Chromosome	Start	End	Strand	name	ED FOXA1	Dox FOXA1 High	Dox FOXA1 Low	Dox input	ED input	Dox H3K27ac	ED H3K27ac
chr6	27181622	27181695	-	tRNA-Arg-ACG-2-2	0.638417111639718	0.808349818365511	0.702958736275041	0.509561861535923	0.476324472034307	0.531085240260252	0.412777858366464
chr6	27182951	27183024	+	tRNA-Arg-ACG-2-3	0.549748068356424	0.606262363774133	0.556508999551074	0.359690725790064	0.425289707173488	1.46048441071569	0.502512175402652
chr6	27638343	27638416	-	tRNA-Arg-ACG-2-4	0.532014259699765	0.823895007180232	0.898225051906997	0.209819590044204	0.289197000877972	0.569019900278841	0.538405902217127
chr6	28710728	28710801	-	tRNA-Arg-CCG-1-1	0.0532014259699765	0.202087454591378	0.263609526103141	0.104909795022102	0.0510347648608186	0.0189673300092947	0.0358937268144751
chr6	28849164	28849237	+	tRNA-Arg-CCG-1-2	0.0886690432832942	0.0621807552588855	0.146449736723967	0.104909795022102	0.0850579414346976	0.0758693200371788	0.125628043850663
chr16	3200674	3200747	+	tRNA-Arg-CCG-1-3	0.727086154923013	0.512991230885805	0.605325578459064	0.344703612215478	0.408278118886549	3.56585804174741	6.44292396319828
chr17	66016012	66016085	-	tRNA-Arg-CCG-2-1	1.15269756268282	1.50788331502797	1.55236720927405	0.704394338005541	0.476324472034307	3.01580547147786	6.29934905594038
chr17	73030000	73030073	+	tRNA-Arg-CCT-1-1	0.567481877013083	0.544081608515248	0.517455736424683	0.314729385066306	0.35724335402573	1.89673300092947	2.63818892086392
chr17	73030525	73030598	-	tRNA-Arg-CCT-2-1	0.478812833729789	0.497446042071084	0.57603563111427	0.269768044342548	0.34023176573879	7.09378142347622	9.65541251309381
chr16	3202900	3202973	+	tRNA-Arg-CCT-3-1	1.36550326656273	1.13479878347466	1.01538484128617	0.464600520812165	0.442301295460428	0.68282388033461	0.897343170361878
chr7	139025445	139025518	+	tRNA-Arg-CCT-4-1	1.08176232805619	1.13479878347466	1.3180476305157	0.494574747961337	0.255173824304093	6.54372885320667	9.60157192287209
chr16	3243917	3243990	+	tRNA-Arg-CCT-5-1	0.567481877013083	0.23317783222082	0.322189420792727	0.419639180088407	0.238162236017153	0.170705970083652	0.484565311995414
chr15	89878303	89878376	+	tRNA-Arg-TCG-1-1	1.08176232805619	1.10370840584522	1.13254463066534	0.269768044342548	0.306208589164911	5.25395041257463	5.88657119757392
chr6	26323045	26323118	+	tRNA-Arg-TCG-2-1	0.886690432832942	1.15034397228938	1.08372805175736	0.374677839364649	0.289197000877972	1.00526849049262	1.32806789213558
chr17	73031207	73031280	+	tRNA-Arg-TCG-3-1	1.2058989886528	1.80324190250768	1.80621341959559	0.329716498640892	0.391266530599609	7.01791210343904	11.0014272686366
chr6	26299904	26299977	+	tRNA-Arg-TCG-4-1	0.407877599103153	0.248723021035542	0.302662789229532	0.434626293662993	0.408278118886549	0.246575290120831	0.502512175402652
chr6	28510890	28510963	-	tRNA-Arg-TCG-5-1	0.407877599103153	0.264268209850263	0.429585894390303	0.284755157917134	0.153104294582456	0.379346600185894	0.340990404737514
chr9	112960802	112960875	+	tRNA-Arg-TCG-6-1	0.319208555819859	0.217632643406099	0.205029631413554	0.239793817193376	0.323220177451851	0.227607960111537	0.430724721773701
chr1	94313128	94313213	+	tRNA-Arg-TCT-1-1	0.407877599103153	0.279813398664985	0.40029594704551	0.14987113574586	0.272185412591032	7.8904092838666	10.3553401859761
chr17	8024242	8024330	+	tRNA-Arg-TCT-2-1	0.372409981789836	0.481900853256362	0.361242683919119	0.359690725790064	0.35724335402573	0.891464510436851	0.771715126511215
chr9	131102354	131102445	-	tRNA-Arg-TCT-3-1	0.76255377223633	0.730623874291904	0.771301946746226	0.254780930767962	0.289197000877972	2.65542620130126	4.36108780795873
chr11	59318766	59318852	+	tRNA-Arg-TCT-3-2	0.425611407759812	0.404174909182756	0.439349210171901	0.179845362895032	0.221150647730214	0.455215920223073	0.681980809475027
chr1	159111400	159111474	-	tRNA-Arg-TCT-4-1	0.3014747471632	0.186542265776656	0.292899473447934	0.284755157917134	0.408278118886549	0.284509950139421	0.179468634072376
chr6	27529962	27530049	+	tRNA-Arg-TCT-5-1	0.266007129849883	0.326448965109149	0.380769315482314	0.449613407237579	0.476324472034307	0.341411940167305	0.323043541330276
chr1	143879831	143879905	-	tRNA-Asn-GTT-10-1	0.744819963579671	1.25916029399243	1.02514815706777	0.599484542983439	0.612417178329823	0.606954560297431	0.610193355846077
chr1	161510030	161510104	+	tRNA-Asn-GTT-1-1	0.727086154923013	0.808349818365511	0.849408472999008	0.524548975110509	0.391266530599609	0.493150580241662	0.681980809475027
chr1	144301610	144301684	+	tRNA-Asn-GTT-11-1	0.407877599103153	0.45081047562692	0.497929104861488	0.344703612215478	0.408278118886549	1.55532106076217	1.16654612147044
chr1	149615616	149615690	-	tRNA-Asn-GTT-11-2	0.425611407759812	0.388629720368034	0.341716052355923	0.329716498640892	0.459312883747367	1.65015771080864	1.56137711642967
chr1	149326271	149326345	-	tRNA-Asn-GTT-12-1	0.939891858802919	0.994892084142167	0.966568262378182	0.449613407237579	0.306208589164911	0.360379270176599	0.323043541330276
chr1	148248114	148248188	+	tRNA-Asn-GTT-2-1	1.57830897044264	2.22296200050516	1.89408326162997	0.929201041624331	1.00368370892943	11.1907247054839	11.7551955317406
chr1	161397866	161397940	-	tRNA-Asn-GTT-2-2	1.507373735816	1.30579586043659	1.21065115691813	0.419639180088407	0.527359236895125	0.265542620130126	0.592246492438839
chr10	22518437	22518511	-	tRNA-Asn-GTT-2-3	0.673884728953036	0.823895007180232	0.683432104711846	0.239793817193376	0.306208589164911	1.85879834091088	3.71500072529817
chr13	31248100	31248174	-	tRNA-Asn-GTT-2-4	0.602949494326401	0.637352741403576	0.57603563111427	0.509561861535923	0.442301295460428	0.891464510436851	1.25628043850663
chr17	36908033	36908107	-	tRNA-Asn-GTT-2-5	0.372409981789836	0.512991230885805	0.40029594704551	0.179845362895032	0.204139059443274	2.38988358117113	3.9662568129995
chr19	1383561	1383635	+	tRNA-Asn-GTT-2-6	0.319208555819859	0.559626797329969	0.380769315482314	0.179845362895032	0.136092706295516	2.10537363103171	3.35606345715342
chr1	148598313	148598387	-	tRNA-Asn-GTT-3-1	1.73791324835257	2.05196492354322	1.90384657741157	0.854265473751401	1.03770688550331	9.97681558488902	12.2756545705505
chr1	17216171	17216245	+	tRNA-Asn-GTT-4-1	0.390143790446495	0.404174909182756	0.283136157666336	0.389664952939235	0.255173824304093	0.891464510436851	0.412777858366464
chr1	16847079	16847153	-	tRNA-Asn-GTT-5-1	0.336942364476518	0.310903776294427	0.273372841884738	0.284755157917134	0.34023176573879	0.265542620130126	0.197415497479613
chr1	149230569	149230643	-	tRNA-Asn-GTT-6-1	0.0532014259699765	0.10881632170305	0.136686420942369	0.0749355678729299	0.153104294582456	0.0379346600185894	0.0897343170361878
chr1	148000804	148000878	+	tRNA-Asn-GTT-7-1	1.77338086566588	2.06751011235794	1.98195310366435	1.09405929094478	1.24184594494659	8.74393913428486	9.85282801057342
chr1	149711797	149711871	-	tRNA-Asn-GTT-8-1	1.63151039641261	1.77215152487824	1.50355063036606	0.599484542983439	0.867591002633916	1.11907247054839	1.52548338961519
chr1	145979033	145979107	-	tRNA-Asn-GTT-9-1	0.478812833729789	0.544081608515248	0.439349210171901	0.734368565154713	0.748509884625339	0.625921890306725	0.556352765624364
chr1	147520766	147520840	-	tRNA-Asn-GTT-9-2	0.673884728953036	0.512991230885805	0.468639157516694	0.644445883707197	0.527359236895125	0.550052570269547	0.610193355846077
chr12	98897280	98897352	+	tRNA-Asp-GTC-1-1	0.939891858802919	1.01043727295689	0.956804946596584	0.404652066513821	0.442301295460428	4.59009386224932	6.71212691430685
chr1	161410614	161410686	-	tRNA-Asp-GTC-2-1	0.851222815519624	0.621807552588855	0.742011999401433	0.659432997281783	0.782533061199218	2.99683814146856	2.69202951108563
chr12	125424192	125424264	-	tRNA-Asp-GTC-2-10	1.04629471074287	1.36797661569548	1.38639084098689	0.359690725790064	0.35724335402573	2.90200149142209	4.16367231047911
chr17	8125555	8125627	-	tRNA-Asp-GTC-2-11	0.656150920296377	0.466355664441641	0.380769315482314	0.284755157917134	0.35724335402573	5.23498308256534	5.49174020261469
chr1	161418032	161418104	-	tRNA-Asp-GTC-2-2	1.13496375402617	1.15034397228938	1.06420142019416	1.19896908596688	1.20782276837271	3.96417197194259	2.99712618900867
chr1	161425413	161425485	-	tRNA-Asp-GTC-2-3	1.08176232805619	0.917166140068561	1.30828431473411	1.33385310813815	1.48000818096374	4.26764925209131	2.79971069152906
chr1	161432823	161432895	-	tRNA-Asp-GTC-2-4	1.31230184059275	1.04152765058633	1.23017778848132	1.28889176741439	1.03770688550331	4.00210663196118	2.85355128175077
chr1	161440204	161440276	-	tRNA-Asp-GTC-2-5	0.993093284772895	0.777259440736068	1.11301799910215	1.34884022171274	1.48000818096374	3.85036799188683	2.6740826476784
chr6	27447452	27447524	+	tRNA-Asp-GTC-2-6	1.13496375402617	1.57006407028686	1.44497073567647	0.569510315834267	0.391266530599609	1.28977844063204	0.80760885332569
chr6	27471522	27471594	+	tRNA-Asp-GTC-2-7	0.673884728953036	0.808349818365511	0.820118525654215	0.479587634386751	0.425289707173488	0.455215920223073	0.610193355846077
chr12	96429798	96429870	+	tRNA-Asp-GTC-2-8	1.22363279730946	1.10370840584522	1.28875768317091	0.464600520812165	0.391266530599609	1.61222305079005	2.62024205745668
chr12	125411890	125411962	-	tRNA-Asp-GTC-2-9	0.567481877013083	0.761714251921347	0.761538630964628	0.164858249320446	0.493336060321246	1.17597446057627	2.04594242842508
chr6	27551235	27551307	-	tRNA-Asp-GTC-3-1	0.602949494326401	0.637352741403576	0.673668788930248	0.434626293662993	0.272185412591032	0.303477280148715	0.269202951108563
chr7	149074600	149074672	-	tRNA-Cys-GCA-10-1	0.443345216416471	0.326448965109149	0.302662789229532	0.464600520812165	0.35724335402573	0.170705970083652	0.394830994959226
chr7	149007280	149007352	+	tRNA-Cys-GCA-1-1	0.585215685669742	0.886075762439118	0.585798946895868	0.494574747961337	0.35724335402573	0.303477280148715	0.251256087701326
chr7	149112228	149112300	-	tRNA-Cys-GCA-11-1	0.372409981789836	0.357539342738591	0.31242610501113	0.284755157917134	0.425289707173488	0.379346600185894	0.376884131551989
chr7	149344045	149344117	-	tRNA-Cys-GCA-12-1	0.319208555819859	0.202087454591378	0.273372841884738	0.404652066513821	0.289197000877972	0.303477280148715	0.376884131551989
chr7	149052765	149052837	-	tRNA-Cys-GCA-13-1	0.443345216416471	0.248723021035542	0.390532631263912	0.314729385066306	0.476324472034307	0.265542620130126	0.269202951108563
chr17	37017936	37018008	-	tRNA-Cys-GCA-14-1	0.283740938506541	0.295358587479706	0.214792947195152	0.404652066513821	0.204139059443274	0.246575290120831	0.215362360886851
chr7	149281815	149281887	+	tRNA-Cys-GCA-15-1	0.390143790446495	0.264268209850263	0.273372841884738	0.539536088685095	0.408278118886549	0.227607960111537	0.269202951108563
chr7	149243630	149243702	+	tRNA-Cys-GCA-16-1	0.248273321193224	0.279813398664985	0.253846210321543	0.449613407237579	0.289197000877972	0.32244461015801	0.233309224294088
chr7	149388271	149388343	-	tRNA-Cys-GCA-17-1	0.833489006862966	1.02598246177161	0.790828578309422	0.479587634386751	0.391266530599609	0.587987230288136	1.11270553124873
chr7	149072849	149072921	-	tRNA-Cys-GCA-18-1	0.567481877013083	0.357539342738591	0.224556262976749	0.464600520812165	0.459312883747367	0.246575290120831	0.484565311995414
chr7	149310155	149310227	-	tRNA-Cys-GCA-19-1	0.266007129849883	0.248723021035542	0.244082894539945	0.479587634386751	0.323220177451851	0.360379270176599	0.484565311995414
chr7	149295045	149295117	+	tRNA-Cys-GCA-20-1	0.478812833729789	0.264268209850263	0.458875841735097	0.374677839364649	0.306208589164911	0.341411940167305	0.305096677923038
chr4	124430004	124430076	-	tRNA-Cys-GCA-2-1	0.3014747471632	0.279813398664985	0.214792947195152	0.419639180088407	0.255173824304093	0.170705970083652	0.161521770665138
chr7	149361914	149361986	+	tRNA-Cys-GCA-21-1	0.425611407759812	0.373084531553313	0.371005999700716	0.419639180088407	0.34023176573879	0.265542620130126	0.358937268144751
chr17	37023897	37023969	+	tRNA-Cys-GCA-2-2	0.212805703879906	0.248723021035542	0.234319578758347	0.14987113574586	0.170115882869395	0.265542620130126	0.502512175402652
chr7	149253801	149253871	+	tRNA-Cys-GCA-22-1	0.283740938506541	0.202087454591378	0.478402473298292	0.464600520812165	0.510347648608186	0.208640630102242	0.305096677923038
chr17	37309986	37310058	-	tRNA-Cys-GCA-2-3	0.727086154923013	0.621807552588855	0.566272315332672	0.179845362895032	0.289197000877972	1.55532106076217	1.95620811138889
chr7	149292304	149292376	-	tRNA-Cys-GCA-23-1	0.496546642386448	0.170997076961935	0.331952736574325	0.449613407237579	0.306208589164911	0.189673300092947	0.323043541330276
chr17	37310743	37310815	-	tRNA-Cys-GCA-2-4	0.407877599103153	0.295358587479706	0.380769315482314	0.164858249320446	0.255173824304093	1.59325572078076	1.83058006753823
chr7	149286163	149286235	-	tRNA-Cys-GCA-3-1	0.283740938506541	0.279813398664985	0.341716052355923	0.359690725790064	0.595405590042883	0.189673300092947	0.233309224294088
chr17	37025544	37025616	-	tRNA-Cys-GCA-4-1	0.354676173133177	0.34199415392387	0.419822578608705	0.209819590044204	0.187127471156335	4.6469958522772	4.89949371017585
chr15	80036996	80037069	+	tRNA-Cys-GCA-5-1	0.407877599103153	0.373084531553313	0.439349210171901	0.389664952939235	0.34023176573879	0.208640630102242	0.323043541330276
chr3	131947943	131948015	-	tRNA-Cys-GCA-6-1	0.266007129849883	0.34199415392387	0.351479368137521	0.359690725790064	0.204139059443274	0.132771310065063	0.179468634072376
chr1	93981833	93981906	-	tRNA-Cys-GCA-7-1	0.283740938506541	0.186542265776656	0.17573968406876	0.179845362895032	0.289197000877972	0.208640630102242	0.251256087701326
chr14	73429678	73429750	+	tRNA-Cys-GCA-8-1	0.868956624176283	1.18143434991882	0.898225051906997	0.419639180088407	0.35724335402573	0.531085240260252	0.520459038809889
chr3	131950641	131950713	-	tRNA-Cys-GCA-9-1	0.283740938506541	0.466355664441641	0.40029594704551	0.284755157917134	0.272185412591032	0.246575290120831	0.161521770665138
chr7	149028219	149028291	+	tRNA-Cys-GCA-9-2	0.478812833729789	0.170997076961935	0.283136157666336	0.509561861535923	0.476324472034307	0.341411940167305	0.305096677923038
chr7	149332777	149332849	+	tRNA-Cys-GCA-9-3	0.390143790446495	0.34199415392387	0.302662789229532	0.419639180088407	0.374254942312669	0.32244461015801	0.287149814515801
chr7	149404759	149404831	+	tRNA-Cys-GCA-9-4	0.319208555819859	0.34199415392387	0.331952736574325	0.404652066513821	0.561382413469004	0.208640630102242	0.412777858366464
chr6	18836401	18836473	+	tRNA-Gln-CTG-1-1	0.372409981789836	0.404174909182756	0.517455736424683	0.419639180088407	0.442301295460428	0.341411940167305	0.376884131551989
chr6	27487307	27487379	+	tRNA-Gln-CTG-1-2	0.798021389549648	1.15034397228938	1.11301799910215	0.419639180088407	0.578394001755944	1.66912504081793	2.74587010130735
chr6	28909377	28909449	-	tRNA-Gln-CTG-1-3	0.177338086566588	0.202087454591378	0.214792947195152	0.029974227149172	0.0680463531477581	0.227607960111537	0.161521770665138
chr15	66161399	66161471	-	tRNA-Gln-CTG-1-4	0.673884728953036	0.668443119033019	0.947041630814986	0.449613407237579	0.612417178329823	6.61959817324385	7.60947008466872
chr17	8023069	8023141	+	tRNA-Gln-CTG-1-5	1.31230184059275	1.66333520317519	1.35710089364209	0.22480670361879	0.306208589164911	0.360379270176599	0.610193355846077
chr6	27515530	27515602	-	tRNA-Gln-CTG-2-1	0.514280451043106	0.45081047562692	0.517455736424683	0.494574747961337	0.425289707173488	1.11907247054839	1.97415497479613
chr1	145963303	145963375	+	tRNA-Gln-CTG-3-1	0.514280451043106	0.357539342738591	0.449112525953499	0.479587634386751	0.663451943190641	0.474183250232368	0.538405902217127
chr1	147505037	147505109	+	tRNA-Gln-CTG-3-2	0.567481877013083	0.404174909182756	0.40029594704551	0.674420110856369	0.595405590042883	0.550052570269547	0.484565311995414
chr1	147737381	147737453	-	tRNA-Gln-CTG-4-1	0.602949494326401	0.870530573624396	0.673668788930248	0.674420110856369	0.442301295460428	0.910431840446146	1.18449298487768
chr1	149186124	149186196	+	tRNA-Gln-CTG-4-2	0.141870469253271	0.0932711328883282	0.136686420942369	0.179845362895032	0.0680463531477581	0.170705970083652	0.0358937268144751
chr6	27263211	27263283	+	tRNA-Gln-CTG-5-1	0.691618537609695	0.699533496662461	0.75177531518303	0.389664952939235	0.493336060321246	0.606954560297431	0.287149814515801
chr6	27759134	27759206	-	tRNA-Gln-CTG-6-1	0.532014259699765	0.886075762439118	0.839645157217411	0.329716498640892	0.306208589164911	0.720758540353199	1.07681180443425
chr1	147800936	147801008	+	tRNA-Gln-CTG-7-1	0.496546642386448	0.435265286812198	0.40029594704551	0.614471656558025	0.527359236895125	0.606954560297431	0.287149814515801
chr17	47269889	47269961	+	tRNA-Gln-TTG-1-1	2.05712180417243	1.86542265776656	2.09911289304353	0.449613407237579	0.425289707173488	5.86090497287207	10.5886494102702
chr6	28557155	28557227	+	tRNA-Gln-TTG-2-1	0.283740938506541	0.357539342738591	0.361242683919119	0.14987113574586	0.221150647730214	0.246575290120831	0.125628043850663
chr6	26311423	26311495	-	tRNA-Gln-TTG-3-1	1.64924420506927	1.3835218045102	1.3473375778605	0.344703612215478	0.391266530599609	0.379346600185894	0.412777858366464
chr6	26311974	26312046	-	tRNA-Gln-TTG-3-2	3.79503505252499	2.23850718931988	2.32366915602028	0.29974227149172	0.510347648608186	0.493150580241662	0.80760885332569
chr6	27763639	27763711	-	tRNA-Gln-TTG-3-3	0.92215805014626	1.22806991636299	0.917751683470193	0.359690725790064	0.493336060321246	0.246575290120831	0.340990404737514
chr6	145503858	145503930	+	tRNA-Gln-TTG-4-1	0.3014747471632	0.217632643406099	0.185502999850358	0.359690725790064	0.204139059443274	0.132771310065063	0.251256087701326
chr1	145399232	145399304	-	tRNA-Glu-CTC-1-1	1.41870469253271	1.46124774858381	1.62071041974523	0.674420110856369	0.748509884625339	1.23287645060416	1.435749072579
chr1	161417017	161417089	-	tRNA-Glu-CTC-1-2	2.8019417677521	2.65822728731735	2.645858576813	1.7085309475028	1.58207771068538	2.95890348144997	2.44077342338431
chr1	161424397	161424469	-	tRNA-Glu-CTC-1-3	2.83740938506541	2.56495615442903	2.77278168197377	1.72351806107739	1.5480545341115	3.47102139170093	3.24838227671
chr1	161431808	161431880	-	tRNA-Glu-CTC-1-4	2.57140225521553	2.40950426628181	2.85088820822656	1.54367269818236	1.32690388638128	3.03477280148715	2.49461401360602
chr1	161439188	161439260	-	tRNA-Glu-CTC-1-5	2.85514319372207	2.79813398664985	2.78254499775537	1.69354383392822	1.58207771068538	3.07270746150574	2.83560441834353
chr6	28949975	28950047	+	tRNA-Glu-CTC-1-6	0.390143790446495	0.388629720368034	0.253846210321543	0.0899226814475159	0.0510347648608186	0.132771310065063	0.1435749072579
chr6	126101392	126101464	-	tRNA-Glu-CTC-1-7	0.744819963579671	0.68398830784774	0.693195420493444	0.284755157917134	0.238162236017153	0.512117910250957	2.45872028679155
chr1	249168446	249168518	+	tRNA-Glu-CTC-2-1	0.727086154923013	0.777259440736068	0.761538630964628	0.22480670361879	0.323220177451851	0.531085240260252	0.574299629031602
chr2	131094700	131094772	-	tRNA-Glu-TTC-1-1	0.549748068356424	0.606262363774133	0.556508999551074	0.29974227149172	0.306208589164911	0.531085240260252	0.73582139969674
chr13	41634873	41634945	-	tRNA-Glu-TTC-1-2	1.17043137133948	1.10370840584522	1.25946773582612	0.404652066513821	0.374254942312669	22.8745999912094	21.6439172691285
chr13	45492061	45492133	-	tRNA-Glu-TTC-2-1	1.24136660596612	1.58560925910158	1.46449736723967	0.524548975110509	0.476324472034307	5.57639502273264	5.45584647580022
chr15	26327380	26327452	-	tRNA-Glu-TTC-2-2	1.01082709342955	1.3835218045102	1.72810689334281	0.179845362895032	0.204139059443274	1.89673300092947	2.27925165271917
chr1	17199077	17199149	+	tRNA-Glu-TTC-3-1	0.851222815519624	0.994892084142167	0.907988367688595	0.674420110856369	0.646440354903702	1.47945174072499	0.843502580140165
chr1	16861773	16861845	-	tRNA-Glu-TTC-4-1	1.01082709342955	1.33688623806604	0.97633157815978	0.599484542983439	0.816556237773097	2.02950431099453	1.16654612147044
chr1	161391882	161391954	-	tRNA-Glu-TTC-4-2	1.17043137133948	1.13479878347466	1.02514815706777	0.404652066513821	0.442301295460428	0.512117910250957	0.73582139969674
chr1	16872433	16872504	-	tRNA-Gly-CCC-1-1	0.585215685669742	1.91205822421073	1.3180476305157	0.464600520812165	0.544370825182065	5.50052570269547	0.287149814515801
